,OrderDate,StockDate,OrderNumber,ProductKey,CustomerKey,TerritoryKey,OrderLineItem,OrderQuantity
7624,8/17/2016,5/30/2003,SO52671,537,11425,7,2,1
7625,8/17/2016,5/7/2003,SO52722,462,24662,4,4,3
7626,8/17/2016,4/23/2003,SO52722,220,24662,4,2,1
7627,8/17/2016,6/9/2003,SO52722,229,24662,4,3,1
7628,8/17/2016,7/15/2003,SO52722,562,24662,4,1,1
7629,8/17/2016,5/15/2003,SO52720,220,27910,9,2,1
7630,8/17/2016,7/29/2003,SO52720,605,27910,9,1,1
7631,8/17/2016,5/8/2003,SO52709,537,11198,4,1,1
7632,8/17/2016,5/31/2003,SO52670,215,18483,9,2,1
7633,8/17/2016,7/14/2003,SO52670,375,18483,9,1,1
7634,8/17/2016,4/29/2003,SO52724,529,22640,10,3,2
7635,8/17/2016,6/27/2003,SO52724,389,22640,10,1,1
7636,8/17/2016,5/10/2003,SO52724,539,22640,10,2,1
7637,8/17/2016,7/7/2003,SO52675,485,18282,9,1,1
7638,8/17/2016,8/1/2003,SO52719,464,28326,9,3,3
7639,8/17/2016,7/31/2003,SO52719,541,28326,9,2,3
7640,8/17/2016,7/22/2003,SO52719,530,28326,9,4,2
7641,8/17/2016,6/20/2003,SO52719,575,28326,9,1,1
7642,8/17/2016,5/2/2003,SO52715,480,22893,6,3,2
7643,8/17/2016,5/21/2003,SO52715,375,22893,6,1,1
7644,8/17/2016,6/11/2003,SO52715,540,22893,6,2,1
7645,8/17/2016,6/25/2003,SO52672,480,13613,9,2,2
7646,8/17/2016,4/23/2003,SO52672,535,13613,9,1,2
7647,8/17/2016,6/20/2003,SO52697,480,22739,6,2,2
7648,8/17/2016,7/31/2003,SO52697,528,22739,6,1,2
7649,8/17/2016,7/22/2003,SO52682,480,11142,6,1,1
7650,8/17/2016,6/23/2003,SO52702,475,28737,7,1,1
7651,8/17/2016,7/16/2003,SO52692,477,21630,1,2,2
7652,8/17/2016,5/20/2003,SO52692,478,21630,1,1,1
7653,8/17/2016,7/16/2003,SO52716,215,11834,4,2,1
7654,8/17/2016,4/26/2003,SO52716,360,11834,4,1,1
7655,8/17/2016,5/12/2003,SO52721,488,25097,1,2,1
7656,8/17/2016,6/7/2003,SO52721,577,25097,1,1,1
7657,8/17/2016,6/4/2003,SO52677,480,14073,9,3,2
7658,8/17/2016,5/8/2003,SO52677,529,14073,9,2,2
7659,8/17/2016,7/31/2003,SO52677,540,14073,9,1,1
7660,8/17/2016,7/17/2003,SO52679,480,21092,10,3,2
7661,8/17/2016,4/29/2003,SO52679,539,21092,10,2,2
7662,8/17/2016,4/29/2003,SO52679,580,21092,10,1,1
7663,8/17/2016,6/12/2003,SO52694,477,17165,4,1,3
7664,8/17/2016,4/20/2003,SO52684,480,26480,4,2,2
7665,8/17/2016,5/25/2003,SO52684,538,26480,4,1,2
7666,8/17/2016,6/27/2003,SO52674,480,14859,9,3,2
7667,8/17/2016,5/7/2003,SO52674,529,14859,9,1,2
7668,8/17/2016,7/13/2003,SO52674,539,14859,9,2,2
7669,8/17/2016,6/18/2003,SO52693,476,20334,4,1,1
7670,8/17/2016,7/13/2003,SO52690,528,23289,1,2,2
7671,8/17/2016,6/3/2003,SO52690,536,23289,1,1,2
7672,8/17/2016,5/12/2003,SO52711,485,13349,4,1,2
7673,8/17/2016,6/14/2003,SO52725,530,12132,7,3,2
7674,8/17/2016,7/30/2003,SO52725,541,12132,7,2,2
7675,8/17/2016,6/8/2003,SO52725,215,12132,7,5,1
7676,8/17/2016,4/24/2003,SO52725,487,12132,7,4,1
7677,8/17/2016,7/9/2003,SO52725,561,12132,7,1,1
7678,8/17/2016,7/22/2003,SO52707,480,15052,10,2,2
7679,8/17/2016,7/10/2003,SO52707,530,15052,10,1,1
7680,8/17/2016,7/4/2003,SO52687,530,13268,6,2,2
7681,8/17/2016,7/12/2003,SO52687,541,13268,6,1,2
7682,8/17/2016,5/24/2003,SO52687,215,13268,6,3,1
7683,8/17/2016,7/20/2003,SO52704,480,16418,7,2,2
7684,8/17/2016,5/24/2003,SO52704,539,16418,7,1,2
7685,8/17/2016,5/12/2003,SO52681,223,11703,4,1,2
7686,8/17/2016,6/17/2003,SO52681,488,11703,4,2,1
7687,8/17/2016,6/19/2003,SO52706,529,25719,8,2,2
7688,8/17/2016,4/24/2003,SO52706,538,25719,8,1,2
7689,8/17/2016,7/24/2003,SO52706,214,25719,8,3,1
7690,8/17/2016,6/8/2003,SO52673,462,13120,9,2,2
7691,8/17/2016,5/9/2003,SO52673,535,13120,9,1,2
7692,8/17/2016,5/5/2003,SO52689,480,24292,4,3,2
7693,8/17/2016,7/3/2003,SO52689,529,24292,4,1,2
7694,8/17/2016,7/18/2003,SO52689,540,24292,4,2,1
7695,8/17/2016,6/14/2003,SO52708,482,11176,6,3,2
7696,8/17/2016,6/7/2003,SO52708,485,11176,6,2,2
7697,8/17/2016,7/25/2003,SO52708,537,11176,6,1,1
7698,8/17/2016,5/27/2003,SO52705,480,12260,10,2,3
7699,8/17/2016,5/11/2003,SO52705,538,12260,10,1,2
7700,8/17/2016,6/9/2003,SO52705,486,12260,10,3,1
7701,8/17/2016,7/21/2003,SO52698,539,19247,10,1,2
7702,8/17/2016,4/22/2003,SO52676,223,12012,9,1,3
7703,8/17/2016,7/5/2003,SO52683,530,11845,6,1,3
7704,8/17/2016,7/4/2003,SO52683,220,11845,6,2,1
7705,8/17/2016,5/22/2003,SO52688,541,26551,1,1,2
7706,8/17/2016,4/25/2003,SO52700,472,13499,7,2,1
7707,8/17/2016,6/26/2003,SO52700,476,13499,7,1,1
7708,8/17/2016,5/1/2003,SO52710,528,12040,4,2,2
7709,8/17/2016,7/24/2003,SO52710,480,12040,4,3,1
7710,8/17/2016,7/17/2003,SO52710,537,12040,4,1,1
7711,8/17/2016,7/14/2003,SO52717,466,14011,9,2,2
7712,8/17/2016,4/29/2003,SO52717,214,14011,9,3,1
7713,8/17/2016,5/21/2003,SO52717,582,14011,9,1,1
7714,8/17/2016,4/27/2003,SO52723,223,21648,4,2,2
7715,8/17/2016,6/25/2003,SO52723,605,21648,4,1,1
7716,8/17/2016,5/7/2003,SO52712,485,16910,6,1,2
7717,8/17/2016,4/21/2003,SO52712,235,16910,6,2,1
7718,8/17/2016,7/2/2003,SO52718,581,14125,9,1,1
7719,8/17/2016,5/13/2003,SO52713,223,12568,10,1,2
7720,8/17/2016,6/11/2003,SO52703,477,22559,10,1,3
7721,8/17/2016,7/5/2003,SO52695,480,23449,6,2,2
7722,8/17/2016,4/28/2003,SO52695,528,23449,6,1,2
7723,8/17/2016,7/2/2003,SO52696,528,15158,4,1,2
7724,8/17/2016,5/15/2003,SO52696,215,15158,4,2,1
7725,8/17/2016,5/27/2003,SO52678,232,17086,8,2,1
7726,8/17/2016,5/8/2003,SO52678,580,17086,8,1,1
7727,8/17/2016,6/29/2003,SO52686,480,28049,4,3,2
7728,8/17/2016,7/15/2003,SO52686,529,28049,4,1,2
7729,8/17/2016,4/20/2003,SO52686,538,28049,4,2,2
7730,8/18/2016,7/10/2003,SO52757,485,12948,4,1,2
7731,8/18/2016,4/27/2003,SO52757,487,12948,4,2,1
7732,8/18/2016,7/10/2003,SO52770,223,21050,7,2,2
7733,8/18/2016,7/16/2003,SO52770,214,21050,7,3,1
7734,8/18/2016,5/4/2003,SO52770,605,21050,7,1,1
7735,8/18/2016,6/22/2003,SO52746,485,14505,4,2,2
7736,8/18/2016,7/13/2003,SO52746,528,14505,4,1,2
7737,8/18/2016,5/7/2003,SO52746,220,14505,4,3,1
7738,8/18/2016,7/22/2003,SO52765,477,26317,1,3,3
7739,8/18/2016,5/11/2003,SO52765,479,26317,1,2,2
7740,8/18/2016,6/7/2003,SO52765,214,26317,1,4,1
7741,8/18/2016,5/31/2003,SO52765,586,26317,1,1,1
7742,8/18/2016,7/28/2003,SO52738,528,23069,4,2,2
7743,8/18/2016,6/27/2003,SO52738,536,23069,4,1,2
7744,8/18/2016,6/28/2003,SO52738,220,23069,4,3,1
7745,8/18/2016,6/18/2003,SO52769,226,19381,7,2,1
7746,8/18/2016,8/2/2003,SO52769,385,19381,7,1,1
7747,8/18/2016,6/18/2003,SO52766,538,16222,4,2,2
7748,8/18/2016,6/12/2003,SO52766,605,16222,4,1,1
7749,8/18/2016,5/25/2003,SO52750,528,21110,10,2,2
7750,8/18/2016,7/27/2003,SO52750,536,21110,10,1,2
7751,8/18/2016,7/19/2003,SO52736,480,12892,6,3,2
7752,8/18/2016,6/14/2003,SO52736,530,12892,6,2,2
7753,8/18/2016,5/22/2003,SO52736,483,12892,6,4,1
7754,8/18/2016,6/12/2003,SO52736,541,12892,6,1,1
7755,8/18/2016,7/22/2003,SO52762,485,11534,4,2,3
7756,8/18/2016,7/11/2003,SO52762,464,11534,4,3,2
7757,8/18/2016,6/28/2003,SO52762,358,11534,4,1,1
7758,8/18/2016,4/29/2003,SO52775,223,29411,10,2,3
7759,8/18/2016,5/31/2003,SO52775,578,29411,10,1,1
7760,8/18/2016,5/15/2003,SO52767,479,16223,4,4,3
7761,8/18/2016,6/29/2003,SO52767,223,16223,4,3,2
7762,8/18/2016,5/30/2003,SO52767,477,16223,4,2,2
7763,8/18/2016,7/7/2003,SO52767,604,16223,4,1,1
7764,8/18/2016,7/18/2003,SO52755,480,16459,10,2,2
7765,8/18/2016,5/12/2003,SO52755,530,16459,10,1,2
7766,8/18/2016,6/24/2003,SO52747,477,18644,6,2,2
7767,8/18/2016,7/30/2003,SO52747,478,18644,6,3,2
7768,8/18/2016,5/24/2003,SO52747,485,18644,6,1,2
7769,8/18/2016,7/4/2003,SO52747,472,18644,6,4,1
7770,8/18/2016,5/21/2003,SO52772,479,21031,7,2,3
7771,8/18/2016,7/30/2003,SO52772,223,21031,7,4,2
7772,8/18/2016,6/2/2003,SO52772,477,21031,7,3,2
7773,8/18/2016,7/20/2003,SO52772,214,21031,7,5,1
7774,8/18/2016,7/17/2003,SO52772,605,21031,7,1,1
7775,8/18/2016,6/13/2003,SO52730,479,20838,10,3,3
7776,8/18/2016,5/22/2003,SO52730,477,20838,10,2,2
7777,8/18/2016,6/9/2003,SO52730,220,20838,10,5,1
7778,8/18/2016,7/12/2003,SO52730,223,20838,10,4,1
7779,8/18/2016,5/27/2003,SO52730,581,20838,10,1,1
7780,8/18/2016,5/12/2003,SO52761,480,11979,6,3,2
7781,8/18/2016,5/5/2003,SO52761,484,11979,6,4,2
7782,8/18/2016,8/3/2003,SO52761,485,11979,6,2,2
7783,8/18/2016,6/3/2003,SO52761,352,11979,6,1,1
7784,8/18/2016,6/21/2003,SO52728,529,13639,9,1,3
7785,8/18/2016,7/28/2003,SO52732,477,23630,10,4,3
7786,8/18/2016,6/6/2003,SO52732,479,23630,10,2,3
7787,8/18/2016,7/6/2003,SO52732,464,23630,10,3,2
7788,8/18/2016,5/23/2003,SO52732,377,23630,10,1,1
7789,8/18/2016,5/22/2003,SO52753,480,14820,10,3,2
7790,8/18/2016,8/2/2003,SO52753,528,14820,10,1,2
7791,8/18/2016,6/19/2003,SO52753,536,14820,10,2,2
7792,8/18/2016,5/28/2003,SO52773,220,29391,8,2,1
7793,8/18/2016,6/8/2003,SO52773,604,29391,8,1,1
7794,8/18/2016,5/2/2003,SO52726,477,16740,9,4,2
7795,8/18/2016,7/8/2003,SO52726,373,16740,9,1,1
7796,8/18/2016,6/30/2003,SO52726,472,16740,9,3,1
7797,8/18/2016,6/4/2003,SO52726,479,16740,9,2,1
7798,8/18/2016,8/2/2003,SO52749,485,14166,7,1,2
7799,8/18/2016,6/8/2003,SO52749,235,14166,7,2,1
7800,8/18/2016,7/7/2003,SO52771,462,22642,10,3,3
7801,8/18/2016,6/19/2003,SO52771,381,22642,10,1,1
7802,8/18/2016,7/29/2003,SO52771,488,22642,10,2,1
7803,8/18/2016,5/1/2003,SO52774,477,14830,8,3,2
7804,8/18/2016,6/10/2003,SO52774,479,14830,8,2,2
7805,8/18/2016,6/28/2003,SO52774,220,14830,8,4,1
7806,8/18/2016,4/24/2003,SO52774,561,14830,8,1,1
7807,8/18/2016,5/12/2003,SO52727,528,25815,9,1,2
7808,8/18/2016,7/14/2003,SO52727,214,25815,9,2,1
7809,8/18/2016,6/15/2003,SO52752,529,19521,7,1,2
7810,8/18/2016,5/13/2003,SO52752,226,19521,7,2,1
7811,8/18/2016,5/18/2003,SO52760,485,11665,4,2,2
7812,8/18/2016,4/30/2003,SO52760,214,11665,4,3,1
7813,8/18/2016,7/13/2003,SO52760,360,11665,4,1,1
7814,8/18/2016,7/1/2003,SO52739,480,19726,6,3,3
7815,8/18/2016,5/19/2003,SO52739,528,19726,6,2,2
7816,8/18/2016,6/2/2003,SO52739,536,19726,6,1,2
7817,8/18/2016,7/27/2003,SO52742,476,20361,1,1,1
7818,8/18/2016,5/14/2003,SO52743,223,19544,4,3,2
7819,8/18/2016,5/8/2003,SO52743,474,19544,4,1,1
7820,8/18/2016,8/1/2003,SO52743,491,19544,4,2,1
7821,8/18/2016,7/27/2003,SO52733,215,19459,10,2,1
7822,8/18/2016,7/27/2003,SO52733,373,19459,10,1,1
7823,8/18/2016,5/1/2003,SO52756,223,12514,7,1,2
7824,8/18/2016,8/1/2003,SO52740,536,11723,6,1,2
7825,8/18/2016,6/23/2003,SO52741,478,12054,6,1,3
7826,8/18/2016,6/25/2003,SO52741,477,12054,6,2,2
7827,8/18/2016,6/26/2003,SO52734,215,11737,4,1,1
7828,8/18/2016,5/12/2003,SO52735,541,26250,1,1,2
7829,8/18/2016,6/20/2003,SO52735,480,26250,1,3,1
7830,8/18/2016,6/25/2003,SO52735,483,26250,1,4,1
7831,8/18/2016,5/10/2003,SO52735,530,26250,1,2,1
7832,8/18/2016,5/17/2003,SO52759,356,11217,1,1,1
7833,8/18/2016,5/20/2003,SO52759,487,11217,1,2,1
7834,8/18/2016,7/12/2003,SO52764,564,28323,9,1,1
7835,8/18/2016,6/27/2003,SO52763,214,20154,9,2,1
7836,8/18/2016,8/1/2003,SO52763,605,20154,9,1,1
7837,8/18/2016,7/31/2003,SO52768,381,19336,7,1,1
7838,8/18/2016,6/23/2003,SO52768,491,19336,7,2,1
7839,8/18/2016,5/24/2003,SO52776,373,18469,9,1,1
7840,8/18/2016,4/20/2003,SO52751,529,17649,10,1,3
7841,8/18/2016,6/24/2003,SO52731,478,11378,7,2,2
7842,8/18/2016,7/5/2003,SO52731,215,11378,7,3,1
7843,8/18/2016,8/3/2003,SO52731,352,11378,7,1,1
7844,8/18/2016,7/12/2003,SO52744,477,17583,1,1,2
7845,8/18/2016,4/24/2003,SO52744,214,17583,1,2,1
7846,8/18/2016,6/20/2003,SO52777,477,28107,9,3,2
7847,8/18/2016,5/12/2003,SO52777,479,28107,9,2,1
7848,8/18/2016,6/5/2003,SO52777,491,28107,9,4,1
7849,8/18/2016,7/25/2003,SO52777,571,28107,9,1,1
7850,8/18/2016,5/31/2003,SO52754,529,18635,8,1,2
7851,8/18/2016,5/19/2003,SO52754,486,18635,8,2,1
7852,8/18/2016,7/27/2003,SO52745,464,19639,4,3,2
7853,8/18/2016,6/25/2003,SO52745,477,19639,4,1,2
7854,8/18/2016,6/15/2003,SO52745,220,19639,4,2,1
7855,8/18/2016,6/21/2003,SO52758,223,11688,1,4,2
7856,8/18/2016,7/15/2003,SO52758,215,11688,1,2,1
7857,8/18/2016,5/31/2003,SO52758,229,11688,1,3,1
7858,8/18/2016,7/3/2003,SO52758,360,11688,1,1,1
7859,8/18/2016,8/3/2003,SO52729,489,23758,7,2,1
7860,8/18/2016,5/7/2003,SO52729,582,23758,7,1,1
7861,8/18/2016,5/13/2003,SO52748,484,17211,7,3,2
7862,8/18/2016,7/15/2003,SO52748,528,17211,7,1,2
7863,8/18/2016,7/9/2003,SO52748,537,17211,7,2,1
7864,8/18/2016,5/16/2003,SO52737,529,24389,1,1,3
7865,8/18/2016,5/2/2003,SO52737,481,24389,1,3,2
7866,8/18/2016,6/8/2003,SO52737,540,24389,1,2,1
7867,8/19/2016,5/30/2003,SO52829,215,11984,6,2,1
7868,8/19/2016,5/11/2003,SO52829,360,11984,6,1,1
7869,8/19/2016,7/23/2003,SO52836,232,19535,4,2,1
7870,8/19/2016,4/29/2003,SO52836,389,19535,4,1,1
7871,8/19/2016,7/30/2003,SO52835,606,22281,4,1,1
7872,8/19/2016,5/28/2003,SO52778,477,11215,6,1,2
7873,8/19/2016,7/15/2003,SO52778,479,11215,6,2,2
7874,8/19/2016,5/30/2003,SO52778,220,11215,6,3,1
7875,8/19/2016,6/27/2003,SO52778,226,11215,6,4,1
7876,8/19/2016,6/15/2003,SO52812,529,23602,8,1,3
7877,8/19/2016,6/26/2003,SO52812,220,23602,8,2,1
7878,8/19/2016,6/2/2003,SO52837,215,23223,10,2,1
7879,8/19/2016,5/22/2003,SO52837,385,23223,10,1,1
7880,8/19/2016,5/18/2003,SO52805,528,16477,1,1,3
7881,8/19/2016,7/26/2003,SO52805,215,16477,1,2,1
7882,8/19/2016,5/20/2003,SO52838,229,19432,8,2,1
7883,8/19/2016,7/28/2003,SO52838,387,19432,8,1,1
7884,8/19/2016,6/8/2003,SO52831,538,26673,9,2,3
7885,8/19/2016,7/20/2003,SO52831,480,26673,9,3,2
7886,8/19/2016,7/17/2003,SO52831,486,26673,9,4,1
7887,8/19/2016,5/13/2003,SO52831,604,26673,9,1,1
7888,8/19/2016,7/18/2003,SO52822,528,11650,4,2,2
7889,8/19/2016,5/8/2003,SO52822,220,11650,4,3,1
7890,8/19/2016,6/19/2003,SO52822,537,11650,4,1,1
7891,8/19/2016,5/5/2003,SO52819,529,12503,10,2,3
7892,8/19/2016,6/7/2003,SO52819,538,12503,10,1,2
7893,8/19/2016,6/12/2003,SO52833,477,21650,4,3,2
7894,8/19/2016,5/6/2003,SO52833,479,21650,4,2,2
7895,8/19/2016,7/8/2003,SO52833,605,21650,4,1,1
7896,8/19/2016,6/14/2003,SO52792,535,25890,4,1,2
7897,8/19/2016,7/26/2003,SO52781,536,16627,9,1,3
7898,8/19/2016,6/21/2003,SO52784,358,11398,10,1,1
7899,8/19/2016,5/11/2003,SO52779,480,15125,9,3,3
7900,8/19/2016,5/17/2003,SO52779,529,15125,9,1,2
7901,8/19/2016,6/2/2003,SO52779,539,15125,9,2,2
7902,8/19/2016,7/12/2003,SO52791,535,11711,6,1,3
7903,8/19/2016,5/1/2003,SO52791,480,11711,6,2,2
7904,8/19/2016,4/24/2003,SO52834,479,16221,1,3,2
7905,8/19/2016,5/1/2003,SO52834,215,16221,1,4,1
7906,8/19/2016,7/7/2003,SO52834,477,16221,1,2,1
7907,8/19/2016,5/2/2003,SO52834,606,16221,1,1,1
7908,8/19/2016,6/10/2003,SO52800,462,19241,4,3,2
7909,8/19/2016,7/7/2003,SO52800,474,19241,4,1,1
7910,8/19/2016,7/31/2003,SO52800,488,19241,4,2,1
7911,8/19/2016,5/5/2003,SO52818,223,25521,8,1,2
7912,8/19/2016,7/20/2003,SO52818,538,25521,8,2,2
7913,8/19/2016,6/3/2003,SO52801,220,17554,1,2,1
7914,8/19/2016,6/11/2003,SO52801,477,17554,1,1,1
7915,8/19/2016,6/12/2003,SO52780,480,15217,9,3,2
7916,8/19/2016,5/9/2003,SO52780,529,15217,9,2,2
7917,8/19/2016,7/6/2003,SO52780,539,15217,9,1,2
7918,8/19/2016,7/26/2003,SO52789,466,11078,6,3,2
7919,8/19/2016,7/17/2003,SO52789,530,11078,6,1,2
7920,8/19/2016,7/15/2003,SO52789,214,11078,6,2,1
7921,8/19/2016,5/5/2003,SO52797,474,12530,6,1,1
7922,8/19/2016,4/24/2003,SO52797,489,12530,6,2,1
7923,8/19/2016,7/21/2003,SO52817,477,19185,7,1,3
7924,8/19/2016,6/24/2003,SO52817,488,19185,7,2,1
7925,8/19/2016,6/6/2003,SO52793,528,11922,6,2,2
7926,8/19/2016,7/11/2003,SO52793,536,11922,6,1,2
7927,8/19/2016,4/29/2003,SO52813,529,27815,10,1,2
7928,8/19/2016,7/11/2003,SO52813,538,27815,10,2,2
7929,8/19/2016,7/2/2003,SO52813,220,27815,10,3,1
7930,8/19/2016,5/15/2003,SO52813,226,27815,10,4,1
7931,8/19/2016,6/5/2003,SO52820,480,25672,7,2,2
7932,8/19/2016,5/25/2003,SO52820,530,25672,7,1,2
7933,8/19/2016,5/5/2003,SO52810,535,16441,8,1,1
7934,8/19/2016,5/29/2003,SO52825,352,11826,4,1,1
7935,8/19/2016,6/25/2003,SO52839,223,25675,10,2,2
7936,8/19/2016,6/7/2003,SO52839,584,25675,10,1,1
7937,8/19/2016,7/6/2003,SO52788,480,29248,1,2,2
7938,8/19/2016,5/6/2003,SO52788,539,29248,1,1,1
7939,8/19/2016,5/7/2003,SO52803,477,17035,1,1,2
7940,8/19/2016,5/11/2003,SO52803,489,17035,1,2,1
7941,8/19/2016,7/8/2003,SO52823,480,11819,1,3,2
7942,8/19/2016,6/21/2003,SO52823,528,11819,1,1,2
7943,8/19/2016,6/9/2003,SO52823,537,11819,1,2,1
7944,8/19/2016,7/16/2003,SO52806,477,29214,6,1,2
7945,8/19/2016,6/7/2003,SO52806,487,29214,6,2,1
7946,8/19/2016,7/27/2003,SO52802,477,18751,4,1,2
7947,8/19/2016,5/1/2003,SO52802,214,18751,4,2,1
7948,8/19/2016,6/9/2003,SO52804,477,16877,1,1,2
7949,8/19/2016,6/29/2003,SO52804,214,16877,1,2,1
7950,8/19/2016,7/1/2003,SO52814,529,27837,10,2,3
7951,8/19/2016,7/15/2003,SO52814,538,27837,10,1,2
7952,8/19/2016,6/13/2003,SO52814,220,27837,10,3,1
7953,8/19/2016,5/12/2003,SO52790,529,26736,4,2,2
7954,8/19/2016,6/29/2003,SO52790,538,26736,4,1,2
7955,8/19/2016,7/4/2003,SO52815,223,21070,7,2,3
7956,8/19/2016,5/20/2003,SO52815,538,21070,7,1,1
7957,8/19/2016,4/23/2003,SO52824,485,13341,4,1,2
7958,8/19/2016,4/28/2003,SO52824,483,13341,4,2,1
7959,8/19/2016,6/22/2003,SO52828,485,11523,6,2,2
7960,8/19/2016,7/3/2003,SO52828,215,11523,6,3,1
7961,8/19/2016,5/12/2003,SO52828,352,11523,6,1,1
7962,8/19/2016,7/2/2003,SO52796,477,21459,4,2,2
7963,8/19/2016,5/4/2003,SO52796,478,21459,4,1,2
7964,8/19/2016,6/3/2003,SO52807,462,21252,6,3,2
7965,8/19/2016,6/26/2003,SO52807,528,21252,6,1,2
7966,8/19/2016,7/23/2003,SO52807,220,21252,6,2,1
7967,8/19/2016,6/6/2003,SO52783,223,15137,9,2,2
7968,8/19/2016,7/14/2003,SO52783,220,15137,9,1,1
7969,8/19/2016,5/9/2003,SO52783,490,15137,9,3,1
7970,8/19/2016,5/18/2003,SO52816,529,20146,7,1,2
7971,8/19/2016,6/16/2003,SO52795,482,22970,1,4,2
7972,8/19/2016,5/24/2003,SO52795,536,22970,1,1,2
7973,8/19/2016,6/19/2003,SO52795,220,22970,1,3,1
7974,8/19/2016,7/16/2003,SO52795,528,22970,1,2,1
7975,8/19/2016,6/16/2003,SO52840,214,24083,7,2,1
7976,8/19/2016,4/23/2003,SO52840,564,24083,7,1,1
7977,8/19/2016,7/24/2003,SO52785,529,19448,10,3,2
7978,8/19/2016,6/20/2003,SO52785,375,19448,10,1,1
7979,8/19/2016,7/14/2003,SO52785,471,19448,10,4,1
7980,8/19/2016,5/10/2003,SO52785,540,19448,10,2,1
7981,8/19/2016,6/6/2003,SO52811,540,28391,7,1,1
7982,8/19/2016,7/23/2003,SO52786,480,11637,4,1,1
7983,8/19/2016,6/16/2003,SO52798,232,20378,1,2,1
7984,8/19/2016,6/9/2003,SO52798,474,20378,1,1,1
7985,8/19/2016,5/31/2003,SO52826,223,11647,6,5,2
7986,8/19/2016,7/31/2003,SO52826,477,11647,6,4,2
7987,8/19/2016,5/12/2003,SO52826,478,11647,6,3,2
7988,8/19/2016,4/26/2003,SO52826,485,11647,6,2,2
7989,8/19/2016,5/16/2003,SO52826,356,11647,6,1,1
7990,8/19/2016,7/31/2003,SO52832,223,29247,6,2,3
7991,8/19/2016,6/13/2003,SO52832,489,29247,6,3,1
7992,8/19/2016,7/4/2003,SO52832,573,29247,6,1,1
7993,8/19/2016,5/21/2003,SO52827,528,11663,1,3,2
7994,8/19/2016,7/8/2003,SO52827,215,11663,1,4,1
7995,8/19/2016,7/20/2003,SO52827,358,11663,1,1,1
7996,8/19/2016,6/20/2003,SO52827,537,11663,1,2,1
7997,8/19/2016,6/1/2003,SO52808,528,22143,6,1,2
7998,8/19/2016,7/12/2003,SO52808,220,22143,6,2,1
7999,8/19/2016,7/6/2003,SO52782,484,26543,9,3,3
8000,8/19/2016,4/26/2003,SO52782,480,26543,9,2,2
8001,8/19/2016,6/5/2003,SO52782,529,26543,9,1,2
8002,8/19/2016,4/25/2003,SO52821,480,16593,10,2,2
8003,8/19/2016,7/23/2003,SO52821,530,16593,10,1,2
8004,8/19/2016,5/30/2003,SO52830,479,28327,9,2,3
8005,8/19/2016,6/3/2003,SO52830,223,28327,9,3,2
8006,8/19/2016,5/8/2003,SO52830,477,28327,9,4,2
8007,8/19/2016,6/18/2003,SO52830,575,28327,9,1,1
8008,8/19/2016,5/17/2003,SO52794,226,23801,1,2,1
8009,8/19/2016,5/30/2003,SO52794,540,23801,1,1,1
8010,8/19/2016,7/1/2003,SO52809,477,13485,4,3,2
8011,8/19/2016,7/9/2003,SO52809,478,13485,4,2,2
8012,8/19/2016,5/25/2003,SO52809,485,13485,4,1,2
8013,8/19/2016,5/19/2003,SO52799,477,18111,4,1,2
8014,8/19/2016,7/13/2003,SO52787,484,27222,4,2,3
8015,8/19/2016,7/8/2003,SO52787,529,27222,4,1,2
8016,8/20/2016,6/19/2003,SO52875,214,16812,4,2,1
8017,8/20/2016,5/25/2003,SO52875,582,16812,4,1,1
8018,8/20/2016,7/17/2003,SO52868,223,17850,7,4,2
8019,8/20/2016,4/26/2003,SO52868,528,17850,7,2,2
8020,8/20/2016,7/14/2003,SO52868,536,17850,7,1,2
8021,8/20/2016,5/16/2003,SO52868,215,17850,7,3,1
8022,8/20/2016,4/27/2003,SO52849,229,12244,9,1,1
8023,8/20/2016,6/16/2003,SO52851,235,13667,7,2,1
8024,8/20/2016,7/25/2003,SO52851,590,13667,7,1,1
8025,8/20/2016,4/23/2003,SO52882,220,26873,8,2,1
8026,8/20/2016,7/22/2003,SO52882,578,26873,8,1,1
8027,8/20/2016,4/26/2003,SO52870,539,17994,8,1,2
8028,8/20/2016,7/4/2003,SO52870,480,17994,8,2,1
8029,8/20/2016,5/12/2003,SO52880,214,22646,10,2,1
8030,8/20/2016,5/21/2003,SO52880,383,22646,10,1,1
8031,8/20/2016,6/21/2003,SO52867,528,14845,7,1,3
8032,8/20/2016,5/3/2003,SO52867,480,14845,7,2,1
8033,8/20/2016,5/22/2003,SO52866,485,22097,6,2,2
8034,8/20/2016,4/29/2003,SO52866,528,22097,6,1,2
8035,8/20/2016,6/3/2003,SO52866,214,22097,6,3,1
8036,8/20/2016,7/3/2003,SO52853,480,25835,4,2,2
8037,8/20/2016,5/4/2003,SO52853,535,25835,4,1,2
8038,8/20/2016,8/3/2003,SO52856,480,12895,6,3,2
8039,8/20/2016,4/28/2003,SO52856,536,12895,6,2,2
8040,8/20/2016,6/24/2003,SO52856,528,12895,6,1,1
8041,8/20/2016,6/30/2003,SO52881,214,25615,10,2,1
8042,8/20/2016,6/5/2003,SO52881,605,25615,10,1,1
8043,8/20/2016,6/30/2003,SO52842,480,24612,9,4,2
8044,8/20/2016,7/27/2003,SO52842,529,24612,9,3,2
8045,8/20/2016,8/3/2003,SO52842,539,24612,9,2,2
